Timestamp,Service,Message
2024-04-30 19:58:50,pkexec,pam_unix(polkit-1:session): session opened for user root(uid=0) by (uid=1000)
2024-04-30 19:58:50,pkexec,eduardovitor: Executing command [USER=root] [TTY=unknown] [CWD=/home/eduardovitor] [COMMAND=/usr/sbin/xfpm-power-backlight-helper --set-brightness 7432]
2024-04-30 19:58:53,gnome-keyring-daemon,"asked to register item /org/freedesktop/secrets/collection/Default_5fkeyring/1, but it's already registered"
2024-04-30 20:13:52,systemd-logind,Watching system buttons on /dev/input/event17 (WI-C200 (AVRCP))
2024-04-30 20:17:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-04-30 20:17:01,CRON,pam_unix(cron:session): session closed for user root
2024-04-30 20:30:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-04-30 20:30:01,CRON,pam_unix(cron:session): session closed for user root
2024-04-30 21:17:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-04-30 21:17:01,CRON,pam_unix(cron:session): session closed for user root
2024-04-30 21:30:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-04-30 21:30:01,CRON,pam_unix(cron:session): session closed for user root
2024-04-30 21:41:15,systemd-logind,System is powering down.
2024-05-01 11:08:25,systemd-logind,New seat seat0.
2024-05-01 11:08:25,systemd-logind,Watching system buttons on /dev/input/event2 (Power Button)
2024-05-01 11:08:25,systemd-logind,Watching system buttons on /dev/input/event1 (Power Button)
2024-05-01 11:08:25,systemd-logind,Watching system buttons on /dev/input/event0 (Lid Switch)
2024-05-01 11:08:25,systemd-logind,Watching system buttons on /dev/input/event7 (USB GAMING MOUSE  Keyboard)
2024-05-01 11:08:25,systemd-logind,Watching system buttons on /dev/input/event3 (AT Translated Set 2 keyboard)
2024-05-01 11:08:26,lightdm,pam_unix(lightdm-greeter:session): session opened for user lightdm(uid=113) by (uid=0)
2024-05-01 11:08:26,systemd-logind,New session c1 of user lightdm.
2024-05-01 11:08:26,systemd,pam_unix(systemd-user:session): session opened for user lightdm(uid=113) by (uid=0)
2024-05-01 11:08:27,lightdm,gkr-pam: gnome-keyring-daemon started properly
2024-05-01 11:08:27,lightdm,"pam_succeed_if(lightdm:auth): requirement ""user ingroup nopasswdlogin"" not met by user ""eduardovitor"""
2024-05-01 11:08:57,lightdm,gkr-pam: unable to locate daemon control file
2024-05-01 11:08:57,lightdm,gkr-pam: stashed password to try later in open session
2024-05-01 11:08:57,lightdm,pam_unix(lightdm:session): session opened for user eduardovitor(uid=1000) by (uid=0)
2024-05-01 11:08:57,systemd-logind,Removed session c1.
2024-05-01 11:08:57,systemd-logind,New session c2 of user eduardovitor.
2024-05-01 11:08:57,systemd,pam_unix(systemd-user:session): session opened for user eduardovitor(uid=1000) by (uid=0)
2024-05-01 11:08:59,lightdm,gkr-pam: gnome-keyring-daemon started properly and unlocked keyring
2024-05-01 11:09:09,polkitd(authority=local),"Registered Authentication Agent for unix-session:c2 (system bus name :1.57 [/usr/lib/policykit-1-gnome/polkit-gnome-authentication-agent-1], object path /org/gnome/PolicyKit1/AuthenticationAgent, locale en_US.UTF-8)"
2024-05-01 11:09:10,pkexec,pam_unix(polkit-1:session): session opened for user root(uid=0) by (uid=1000)
2024-05-01 11:09:10,pkexec,eduardovitor: Executing command [USER=root] [TTY=unknown] [CWD=/home/eduardovitor] [COMMAND=/usr/sbin/xfpm-power-backlight-helper --set-brightness-switch 0]
2024-05-01 11:10:03,gnome-keyring-daemon,"asked to register item /org/freedesktop/secrets/collection/Default_5fkeyring/1, but it's already registered"
2024-05-01 11:17:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-05-01 11:17:01,CRON,pam_unix(cron:session): session closed for user root
2024-05-01 11:30:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-05-01 11:30:01,CRON,pam_unix(cron:session): session closed for user root
2024-05-01 12:05:23,systemd-logind,System is powering down.
2024-05-01 12:05:23,polkitd(authority=local),"Unregistered Authentication Agent for unix-session:c2 (system bus name :1.57, object path /org/gnome/PolicyKit1/AuthenticationAgent, locale en_US.UTF-8) (disconnected from bus)"
2024-05-01 14:27:56,systemd-logind,New seat seat0.
2024-05-01 14:27:56,systemd-logind,Watching system buttons on /dev/input/event2 (Power Button)
2024-05-01 14:27:56,systemd-logind,Watching system buttons on /dev/input/event1 (Power Button)
2024-05-01 14:27:56,systemd-logind,Watching system buttons on /dev/input/event0 (Lid Switch)
2024-05-01 14:27:56,systemd-logind,Watching system buttons on /dev/input/event3 (AT Translated Set 2 keyboard)
2024-05-01 14:27:58,lightdm,pam_unix(lightdm-greeter:session): session opened for user lightdm(uid=113) by (uid=0)
2024-05-01 14:27:58,systemd-logind,New session c1 of user lightdm.
2024-05-01 14:27:58,systemd,pam_unix(systemd-user:session): session opened for user lightdm(uid=113) by (uid=0)
2024-05-01 14:27:58,lightdm,gkr-pam: gnome-keyring-daemon started properly
2024-05-01 14:27:58,lightdm,"pam_succeed_if(lightdm:auth): requirement ""user ingroup nopasswdlogin"" not met by user ""eduardovitor"""
2024-05-01 14:28:08,lightdm,gkr-pam: unable to locate daemon control file
2024-05-01 14:28:08,lightdm,gkr-pam: stashed password to try later in open session
2024-05-01 14:28:08,lightdm,pam_unix(lightdm-greeter:session): session closed for user lightdm
2024-05-01 14:28:08,lightdm,pam_unix(lightdm:session): session opened for user eduardovitor(uid=1000) by (uid=0)
2024-05-01 14:28:08,systemd-logind,Removed session c1.
2024-05-01 14:28:08,systemd-logind,New session c2 of user eduardovitor.
2024-05-01 14:28:08,systemd,pam_unix(systemd-user:session): session opened for user eduardovitor(uid=1000) by (uid=0)
2024-05-01 14:28:13,lightdm,gkr-pam: gnome-keyring-daemon started properly and unlocked keyring
2024-05-01 14:28:31,polkitd(authority=local),"Registered Authentication Agent for unix-session:c2 (system bus name :1.56 [/usr/lib/policykit-1-gnome/polkit-gnome-authentication-agent-1], object path /org/gnome/PolicyKit1/AuthenticationAgent, locale en_US.UTF-8)"
2024-05-01 14:28:31,pkexec,pam_unix(polkit-1:session): session opened for user root(uid=0) by (uid=1000)
2024-05-01 14:28:31,pkexec,eduardovitor: Executing command [USER=root] [TTY=unknown] [CWD=/home/eduardovitor] [COMMAND=/usr/sbin/xfpm-power-backlight-helper --set-brightness-switch 0]
2024-05-01 14:28:55,systemd-logind,Watching system buttons on /dev/input/event16 (USB GAMING MOUSE  Keyboard)
2024-05-01 14:29:02,gnome-keyring-daemon,"asked to register item /org/freedesktop/secrets/collection/Default_5fkeyring/1, but it's already registered"
2024-05-01 14:29:13,systemd-logind,System is powering down.
2024-05-01 14:29:14,polkitd(authority=local),"Unregistered Authentication Agent for unix-session:c2 (system bus name :1.56, object path /org/gnome/PolicyKit1/AuthenticationAgent, locale en_US.UTF-8) (disconnected from bus)"
2024-05-01 16:02:47,systemd-logind,New seat seat0.
2024-05-01 16:02:47,systemd-logind,Watching system buttons on /dev/input/event2 (Power Button)
2024-05-01 16:02:47,systemd-logind,Watching system buttons on /dev/input/event1 (Power Button)
2024-05-01 16:02:47,systemd-logind,Watching system buttons on /dev/input/event0 (Lid Switch)
2024-05-01 16:02:47,systemd-logind,Watching system buttons on /dev/input/event7 (USB GAMING MOUSE  Keyboard)
2024-05-01 16:02:47,systemd-logind,Watching system buttons on /dev/input/event3 (AT Translated Set 2 keyboard)
2024-05-01 16:02:49,lightdm,pam_unix(lightdm-greeter:session): session opened for user lightdm(uid=113) by (uid=0)
2024-05-01 16:02:49,systemd-logind,New session c1 of user lightdm.
2024-05-01 16:02:49,systemd,pam_unix(systemd-user:session): session opened for user lightdm(uid=113) by (uid=0)
2024-05-01 16:02:49,lightdm,gkr-pam: gnome-keyring-daemon started properly
2024-05-01 16:02:49,lightdm,"pam_succeed_if(lightdm:auth): requirement ""user ingroup nopasswdlogin"" not met by user ""eduardovitor"""
2024-05-01 16:03:32,lightdm,gkr-pam: unable to locate daemon control file
2024-05-01 16:03:32,lightdm,gkr-pam: stashed password to try later in open session
2024-05-01 16:03:32,lightdm,pam_unix(lightdm:session): session opened for user eduardovitor(uid=1000) by (uid=0)
2024-05-01 16:03:32,systemd-logind,Removed session c1.
2024-05-01 16:03:32,systemd-logind,New session c2 of user eduardovitor.
2024-05-01 16:03:32,systemd,pam_unix(systemd-user:session): session opened for user eduardovitor(uid=1000) by (uid=0)
2024-05-01 16:03:32,lightdm,gkr-pam: gnome-keyring-daemon started properly and unlocked keyring
2024-05-01 16:03:35,polkitd(authority=local),"Registered Authentication Agent for unix-session:c2 (system bus name :1.58 [/usr/lib/policykit-1-gnome/polkit-gnome-authentication-agent-1], object path /org/gnome/PolicyKit1/AuthenticationAgent, locale en_US.UTF-8)"
2024-05-01 16:03:35,pkexec,pam_unix(polkit-1:session): session opened for user root(uid=0) by (uid=1000)
2024-05-01 16:03:35,pkexec,eduardovitor: Executing command [USER=root] [TTY=unknown] [CWD=/home/eduardovitor] [COMMAND=/usr/sbin/xfpm-power-backlight-helper --set-brightness-switch 0]
2024-05-01 16:07:14,gnome-keyring-daemon,"asked to register item /org/freedesktop/secrets/collection/Default_5fkeyring/1, but it's already registered"
2024-05-01 16:17:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-05-01 16:17:02,CRON,pam_unix(cron:session): session closed for user root
2024-05-01 16:17:17,systemd-logind,Watching system buttons on /dev/input/event7 (USB GAMING MOUSE  Keyboard)
2024-05-01 16:19:19,systemd-logind,New seat seat0.
2024-05-01 16:19:19,systemd-logind,Watching system buttons on /dev/input/event2 (Power Button)
2024-05-01 16:19:19,systemd-logind,Watching system buttons on /dev/input/event1 (Power Button)
2024-05-01 16:19:19,systemd-logind,Watching system buttons on /dev/input/event0 (Lid Switch)
2024-05-01 16:19:19,systemd-logind,Watching system buttons on /dev/input/event7 (USB GAMING MOUSE  Keyboard)
2024-05-01 16:19:19,systemd-logind,Watching system buttons on /dev/input/event3 (AT Translated Set 2 keyboard)
2024-05-01 16:19:21,lightdm,pam_unix(lightdm-greeter:session): session opened for user lightdm(uid=113) by (uid=0)
2024-05-01 16:19:21,systemd-logind,New session c1 of user lightdm.
2024-05-01 16:19:21,systemd,pam_unix(systemd-user:session): session opened for user lightdm(uid=113) by (uid=0)
2024-05-01 16:19:21,lightdm,gkr-pam: gnome-keyring-daemon started properly
2024-05-01 16:19:22,lightdm,"pam_succeed_if(lightdm:auth): requirement ""user ingroup nopasswdlogin"" not met by user ""eduardovitor"""
2024-05-01 16:19:29,lightdm,gkr-pam: unable to locate daemon control file
2024-05-01 16:19:29,lightdm,gkr-pam: stashed password to try later in open session
2024-05-01 16:19:29,lightdm,pam_unix(lightdm:session): session opened for user eduardovitor(uid=1000) by (uid=0)
2024-05-01 16:19:29,systemd-logind,Removed session c1.
2024-05-01 16:19:29,systemd-logind,New session c2 of user eduardovitor.
2024-05-01 16:19:30,systemd,pam_unix(systemd-user:session): session opened for user eduardovitor(uid=1000) by (uid=0)
2024-05-01 16:19:37,lightdm,gkr-pam: gnome-keyring-daemon started properly and unlocked keyring
2024-05-01 16:19:57,polkitd(authority=local),"Registered Authentication Agent for unix-session:c2 (system bus name :1.58 [/usr/lib/policykit-1-gnome/polkit-gnome-authentication-agent-1], object path /org/gnome/PolicyKit1/AuthenticationAgent, locale en_US.UTF-8)"
2024-05-01 16:19:57,pkexec,pam_unix(polkit-1:session): session opened for user root(uid=0) by (uid=1000)
2024-05-01 16:19:57,pkexec,eduardovitor: Executing command [USER=root] [TTY=unknown] [CWD=/home/eduardovitor] [COMMAND=/usr/sbin/xfpm-power-backlight-helper --set-brightness-switch 0]
2024-05-01 16:20:09,gnome-keyring-daemon,"asked to register item /org/freedesktop/secrets/collection/Default_5fkeyring/1, but it's already registered"
2024-05-01 16:24:14,sudo,eduardovitor : TTY=pts/0 ; PWD=/home/eduardovitor ; USER=root ; COMMAND=/usr/sbin/openvpn Downloads/eduardovitor.ovpn
2024-05-01 16:24:14,sudo,pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1000)
2024-05-01 16:27:33,sudo,eduardovitor : TTY=pts/2 ; PWD=/home/eduardovitor ; USER=root ; COMMAND=/usr/bin/nmap -T4 -sC -sV -v 10.10.203.171 -p 0-10000
2024-05-01 16:27:33,sudo,pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1000)
2024-05-01 16:29:18,sudo,pam_unix(sudo:session): session closed for user root
2024-05-01 16:30:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-05-01 16:30:01,CRON,pam_unix(cron:session): session closed for user root
2024-05-01 16:30:57,systemd-logind,System is powering down.
2024-05-01 16:30:57,polkitd(authority=local),"Unregistered Authentication Agent for unix-session:c2 (system bus name :1.58, object path /org/gnome/PolicyKit1/AuthenticationAgent, locale en_US.UTF-8) (disconnected from bus)"
2024-05-01 20:12:54,systemd-logind,New seat seat0.
2024-05-01 20:12:54,systemd-logind,Watching system buttons on /dev/input/event2 (Power Button)
2024-05-01 20:12:54,systemd-logind,Watching system buttons on /dev/input/event1 (Power Button)
2024-05-01 20:12:54,systemd-logind,Watching system buttons on /dev/input/event0 (Lid Switch)
2024-05-01 20:12:54,systemd-logind,Watching system buttons on /dev/input/event7 (USB GAMING MOUSE  Keyboard)
2024-05-01 20:12:54,systemd-logind,Watching system buttons on /dev/input/event3 (AT Translated Set 2 keyboard)
2024-05-01 20:12:56,lightdm,pam_unix(lightdm-greeter:session): session opened for user lightdm(uid=113) by (uid=0)
2024-05-01 20:12:56,systemd-logind,New session c1 of user lightdm.
2024-05-01 20:12:56,systemd,pam_unix(systemd-user:session): session opened for user lightdm(uid=113) by (uid=0)
2024-05-01 20:12:56,lightdm,gkr-pam: gnome-keyring-daemon started properly
2024-05-01 20:12:57,lightdm,"pam_succeed_if(lightdm:auth): requirement ""user ingroup nopasswdlogin"" not met by user ""eduardovitor"""
2024-05-01 20:14:15,lightdm,gkr-pam: unable to locate daemon control file
2024-05-01 20:14:15,lightdm,gkr-pam: stashed password to try later in open session
2024-05-01 20:14:15,lightdm,pam_unix(lightdm:session): session opened for user eduardovitor(uid=1000) by (uid=0)
2024-05-01 20:14:15,systemd-logind,Removed session c1.
2024-05-01 20:14:15,systemd-logind,New session c2 of user eduardovitor.
2024-05-01 20:14:15,systemd,pam_unix(systemd-user:session): session opened for user eduardovitor(uid=1000) by (uid=0)
2024-05-01 20:14:15,lightdm,gkr-pam: gnome-keyring-daemon started properly and unlocked keyring
2024-05-01 20:14:18,polkitd(authority=local),"Registered Authentication Agent for unix-session:c2 (system bus name :1.60 [/usr/lib/policykit-1-gnome/polkit-gnome-authentication-agent-1], object path /org/gnome/PolicyKit1/AuthenticationAgent, locale en_US.UTF-8)"
2024-05-01 20:14:19,pkexec,pam_unix(polkit-1:session): session opened for user root(uid=0) by (uid=1000)
2024-05-01 20:14:19,pkexec,eduardovitor: Executing command [USER=root] [TTY=unknown] [CWD=/home/eduardovitor] [COMMAND=/usr/sbin/xfpm-power-backlight-helper --set-brightness-switch 0]
2024-05-01 20:14:45,gnome-keyring-daemon,"asked to register item /org/freedesktop/secrets/collection/Default_5fkeyring/1, but it's already registered"
2024-05-01 20:17:02,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-05-01 20:17:02,CRON,pam_unix(cron:session): session closed for user root
2024-05-01 20:30:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-05-01 20:30:01,CRON,pam_unix(cron:session): session closed for user root
2024-05-01 21:17:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-05-01 21:17:01,CRON,pam_unix(cron:session): session closed for user root
2024-05-01 21:30:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-05-01 21:30:01,CRON,pam_unix(cron:session): session closed for user root
2024-05-01 21:43:02,systemd-logind,System is powering down.
2024-05-01 21:43:02,polkitd(authority=local),"Unregistered Authentication Agent for unix-session:c2 (system bus name :1.60, object path /org/gnome/PolicyKit1/AuthenticationAgent, locale en_US.UTF-8) (disconnected from bus)"
2024-05-02 10:45:46,systemd-logind,New seat seat0.
2024-05-02 10:45:46,systemd-logind,Watching system buttons on /dev/input/event2 (Power Button)
2024-05-02 10:45:46,systemd-logind,Watching system buttons on /dev/input/event1 (Power Button)
2024-05-02 10:45:46,systemd-logind,Watching system buttons on /dev/input/event0 (Lid Switch)
2024-05-02 10:45:46,systemd-logind,Watching system buttons on /dev/input/event7 (USB GAMING MOUSE  Keyboard)
2024-05-02 10:45:46,systemd-logind,Watching system buttons on /dev/input/event3 (AT Translated Set 2 keyboard)
2024-05-02 10:45:47,lightdm,pam_unix(lightdm-greeter:session): session opened for user lightdm(uid=113) by (uid=0)
2024-05-02 10:45:47,systemd-logind,New session c1 of user lightdm.
2024-05-02 10:45:47,systemd,pam_unix(systemd-user:session): session opened for user lightdm(uid=113) by (uid=0)
2024-05-02 10:45:47,lightdm,gkr-pam: gnome-keyring-daemon started properly
2024-05-02 10:45:48,lightdm,"pam_succeed_if(lightdm:auth): requirement ""user ingroup nopasswdlogin"" not met by user ""eduardovitor"""
2024-05-02 10:45:58,lightdm,gkr-pam: unable to locate daemon control file
2024-05-02 10:45:58,lightdm,gkr-pam: stashed password to try later in open session
2024-05-02 10:45:58,lightdm,pam_unix(lightdm:session): session opened for user eduardovitor(uid=1000) by (uid=0)
2024-05-02 10:45:58,systemd-logind,Removed session c1.
2024-05-02 10:45:58,systemd-logind,New session c2 of user eduardovitor.
2024-05-02 10:45:59,systemd,pam_unix(systemd-user:session): session opened for user eduardovitor(uid=1000) by (uid=0)
2024-05-02 10:46:04,lightdm,gkr-pam: gnome-keyring-daemon started properly and unlocked keyring
2024-05-02 10:46:20,polkitd(authority=local),"Registered Authentication Agent for unix-session:c2 (system bus name :1.57 [/usr/lib/policykit-1-gnome/polkit-gnome-authentication-agent-1], object path /org/gnome/PolicyKit1/AuthenticationAgent, locale en_US.UTF-8)"
2024-05-02 10:46:22,pkexec,pam_unix(polkit-1:session): session opened for user root(uid=0) by (uid=1000)
2024-05-02 10:46:22,pkexec,eduardovitor: Executing command [USER=root] [TTY=unknown] [CWD=/home/eduardovitor] [COMMAND=/usr/sbin/xfpm-power-backlight-helper --set-brightness-switch 0]
2024-05-02 10:46:49,gnome-keyring-daemon,"asked to register item /org/freedesktop/secrets/collection/Default_5fkeyring/1, but it's already registered"
2024-05-02 11:17:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-05-02 11:17:01,CRON,pam_unix(cron:session): session closed for user root
2024-05-02 11:30:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-05-02 11:30:01,CRON,pam_unix(cron:session): session closed for user root
2024-05-02 11:39:30,pkexec,pam_unix(polkit-1:session): session opened for user root(uid=0) by (uid=1000)
2024-05-02 11:39:30,pkexec,eduardovitor: Executing command [USER=root] [TTY=unknown] [CWD=/home/eduardovitor] [COMMAND=/usr/sbin/xfpm-power-backlight-helper --set-brightness 8131]
2024-05-02 11:39:30,pkexec,pam_unix(polkit-1:session): session opened for user root(uid=0) by (uid=1000)
2024-05-02 11:39:30,pkexec,eduardovitor: Executing command [USER=root] [TTY=unknown] [CWD=/home/eduardovitor] [COMMAND=/usr/sbin/xfpm-power-backlight-helper --set-brightness 8892]
2024-05-02 11:39:30,pkexec,pam_unix(polkit-1:session): session opened for user root(uid=0) by (uid=1000)
2024-05-02 11:39:30,pkexec,eduardovitor: Executing command [USER=root] [TTY=unknown] [CWD=/home/eduardovitor] [COMMAND=/usr/sbin/xfpm-power-backlight-helper --set-brightness 9301]
2024-05-02 12:06:09,systemd-logind,System is powering down.
2024-05-02 17:58:43,systemd-logind,New seat seat0.
2024-05-02 17:58:43,systemd-logind,Watching system buttons on /dev/input/event2 (Power Button)
2024-05-02 17:58:43,systemd-logind,Watching system buttons on /dev/input/event1 (Power Button)
2024-05-02 17:58:43,systemd-logind,Watching system buttons on /dev/input/event0 (Lid Switch)
2024-05-02 17:58:43,systemd-logind,Watching system buttons on /dev/input/event7 (USB GAMING MOUSE  Keyboard)
2024-05-02 17:58:43,systemd-logind,Watching system buttons on /dev/input/event3 (AT Translated Set 2 keyboard)
2024-05-02 17:58:45,lightdm,pam_unix(lightdm-greeter:session): session opened for user lightdm(uid=113) by (uid=0)
2024-05-02 17:58:45,systemd-logind,New session c1 of user lightdm.
2024-05-02 17:58:45,systemd,pam_unix(systemd-user:session): session opened for user lightdm(uid=113) by (uid=0)
2024-05-02 17:58:45,lightdm,gkr-pam: gnome-keyring-daemon started properly
2024-05-02 17:58:45,lightdm,"pam_succeed_if(lightdm:auth): requirement ""user ingroup nopasswdlogin"" not met by user ""eduardovitor"""
2024-05-02 18:01:40,lightdm,gkr-pam: unable to locate daemon control file
2024-05-02 18:01:40,lightdm,gkr-pam: stashed password to try later in open session
2024-05-02 18:01:40,lightdm,pam_unix(lightdm:session): session opened for user eduardovitor(uid=1000) by (uid=0)
2024-05-02 18:01:40,systemd-logind,Removed session c1.
2024-05-02 18:01:40,systemd-logind,New session c2 of user eduardovitor.
2024-05-02 18:01:40,systemd,pam_unix(systemd-user:session): session opened for user eduardovitor(uid=1000) by (uid=0)
2024-05-02 18:01:41,lightdm,gkr-pam: gnome-keyring-daemon started properly and unlocked keyring
2024-05-02 18:01:43,polkitd(authority=local),"Registered Authentication Agent for unix-session:c2 (system bus name :1.57 [/usr/lib/policykit-1-gnome/polkit-gnome-authentication-agent-1], object path /org/gnome/PolicyKit1/AuthenticationAgent, locale en_US.UTF-8)"
2024-05-02 18:01:43,pkexec,pam_unix(polkit-1:session): session opened for user root(uid=0) by (uid=1000)
2024-05-02 18:01:43,pkexec,eduardovitor: Executing command [USER=root] [TTY=unknown] [CWD=/home/eduardovitor] [COMMAND=/usr/sbin/xfpm-power-backlight-helper --set-brightness-switch 0]
2024-05-02 18:03:09,gnome-keyring-daemon,"asked to register item /org/freedesktop/secrets/collection/Default_5fkeyring/1, but it's already registered"
2024-05-02 18:17:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-05-02 18:17:01,CRON,pam_unix(cron:session): session closed for user root
2024-05-02 18:18:05,systemd-logind,Watching system buttons on /dev/input/event17 (WI-C200 (AVRCP))
2024-05-02 18:30:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-05-02 18:30:01,CRON,pam_unix(cron:session): session closed for user root
2024-05-02 19:17:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-05-02 19:17:01,CRON,pam_unix(cron:session): session closed for user root
2024-05-02 19:30:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-05-02 19:30:01,CRON,pam_unix(cron:session): session closed for user root
2024-05-02 20:17:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-05-02 20:17:01,CRON,pam_unix(cron:session): session closed for user root
2024-05-02 20:30:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-05-02 20:30:01,CRON,pam_unix(cron:session): session closed for user root
2024-05-02 20:31:24,pkexec,pam_unix(polkit-1:session): session opened for user root(uid=0) by (uid=1000)
2024-05-02 20:31:24,pkexec,eduardovitor: Executing command [USER=root] [TTY=unknown] [CWD=/home/eduardovitor] [COMMAND=/usr/sbin/xfpm-power-backlight-helper --set-brightness 8708]
2024-05-02 20:31:24,pkexec,pam_unix(polkit-1:session): session opened for user root(uid=0) by (uid=1000)
2024-05-02 20:31:24,pkexec,eduardovitor: Executing command [USER=root] [TTY=unknown] [CWD=/home/eduardovitor] [COMMAND=/usr/sbin/xfpm-power-backlight-helper --set-brightness 7606]
2024-05-02 20:31:24,pkexec,pam_unix(polkit-1:session): session opened for user root(uid=0) by (uid=1000)
2024-05-02 20:31:24,pkexec,eduardovitor: Executing command [USER=root] [TTY=unknown] [CWD=/home/eduardovitor] [COMMAND=/usr/sbin/xfpm-power-backlight-helper --set-brightness 6835]
2024-05-02 20:36:41,gnome-keyring-daemon,"asked to register item /org/freedesktop/secrets/collection/Default_5fkeyring/1, but it's already registered"
2024-05-02 20:39:54,sudo,eduardovitor : TTY=pts/0 ; PWD=/home/eduardovitor ; USER=root ; COMMAND=/usr/sbin/openvpn Downloads/eduardovitor.ovpn
2024-05-02 20:39:54,sudo,pam_unix(sudo:session): session opened for user root(uid=0) by (uid=1000)
2024-05-02 21:17:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-05-02 21:17:01,CRON,pam_unix(cron:session): session closed for user root
2024-05-02 21:27:32,systemd-logind,System is powering down.
2024-05-02 21:27:32,polkitd(authority=local),"Unregistered Authentication Agent for unix-session:c2 (system bus name :1.57, object path /org/gnome/PolicyKit1/AuthenticationAgent, locale en_US.UTF-8) (disconnected from bus)"
2024-05-03 10:42:23,systemd-logind,New seat seat0.
2024-05-03 10:42:23,systemd-logind,Watching system buttons on /dev/input/event2 (Power Button)
2024-05-03 10:42:23,systemd-logind,Watching system buttons on /dev/input/event1 (Power Button)
2024-05-03 10:42:23,systemd-logind,Watching system buttons on /dev/input/event0 (Lid Switch)
2024-05-03 10:42:23,systemd-logind,Watching system buttons on /dev/input/event7 (USB GAMING MOUSE  Keyboard)
2024-05-03 10:42:23,systemd-logind,Watching system buttons on /dev/input/event3 (AT Translated Set 2 keyboard)
2024-05-03 10:42:25,lightdm,pam_unix(lightdm-greeter:session): session opened for user lightdm(uid=113) by (uid=0)
2024-05-03 10:42:25,systemd-logind,New session c1 of user lightdm.
2024-05-03 10:42:25,systemd,pam_unix(systemd-user:session): session opened for user lightdm(uid=113) by (uid=0)
2024-05-03 10:42:25,lightdm,gkr-pam: gnome-keyring-daemon started properly
2024-05-03 10:42:25,lightdm,"pam_succeed_if(lightdm:auth): requirement ""user ingroup nopasswdlogin"" not met by user ""eduardovitor"""
2024-05-03 10:43:24,lightdm,gkr-pam: unable to locate daemon control file
2024-05-03 10:43:24,lightdm,gkr-pam: stashed password to try later in open session
2024-05-03 10:43:24,systemd-logind,Removed session c1.
2024-05-03 10:43:24,lightdm,pam_unix(lightdm:session): session opened for user eduardovitor(uid=1000) by (uid=0)
2024-05-03 10:43:24,systemd-logind,New session c2 of user eduardovitor.
2024-05-03 10:43:24,systemd,pam_unix(systemd-user:session): session opened for user eduardovitor(uid=1000) by (uid=0)
2024-05-03 10:43:25,lightdm,gkr-pam: gnome-keyring-daemon started properly and unlocked keyring
2024-05-03 10:43:27,polkitd(authority=local),"Registered Authentication Agent for unix-session:c2 (system bus name :1.58 [/usr/lib/policykit-1-gnome/polkit-gnome-authentication-agent-1], object path /org/gnome/PolicyKit1/AuthenticationAgent, locale en_US.UTF-8)"
2024-05-03 10:43:28,pkexec,pam_unix(polkit-1:session): session opened for user root(uid=0) by (uid=1000)
2024-05-03 10:43:28,pkexec,eduardovitor: Executing command [USER=root] [TTY=unknown] [CWD=/home/eduardovitor] [COMMAND=/usr/sbin/xfpm-power-backlight-helper --set-brightness-switch 0]
2024-05-03 10:46:11,gnome-keyring-daemon,couldn't access control socket: /run/user/1000/keyring/control: No such file or directory
2024-05-03 10:46:12,gnome-keyring-daemon,"asked to register item /org/freedesktop/secrets/collection/Default_5fkeyring/1, but it's already registered"
2024-05-03 11:17:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-05-03 11:17:01,CRON,pam_unix(cron:session): session closed for user root
2024-05-03 11:30:01,CRON,pam_unix(cron:session): session opened for user root(uid=0) by (uid=0)
2024-05-03 11:30:01,CRON,pam_unix(cron:session): session closed for user root
2024-05-03 11:48:00,systemd-logind,System is powering down.
